steam_app_id,name,developer,publisher,release_date,release_year,short_description,about_the_game,tags,genres,categories,review_score,review_score_desc,total_reviews,positive_reviews,negative_reviews,metacritic_score,metacritic_url,header_image,screenshots,is_free,price,sources,extracted_at,step_steam,step_metacritic
1307890,Kingdoms Reborn,Earthshine,Earthshine,"2 Nov, 2020",2020,"A city builder with simulated citizens, set in a procedurally-generated world map. Grow your kingdom through the eras from a tiny medieval hamlet into a prosperous global empire! Cooperate or compete in real-time with your friends in multiplayer mode.","Kingdoms Reborn is a city builder with simulated citizens, set in a procedurally-generated world map. Grow your kingdom through the eras from a tiny medieval hamlet into a prosperous global empire! Cooperate or compete in real-time with your friends in multiplayer mode.Duchies, Emirates, Norsemen, Shogunate, and Tlatoa, with more exciting cultures to come in the future. Each offering a unique art and gameplay experience to suit your strategic style.Increase your population and propel your kingdo",City Builder; Colony Sim; Base Building; Multiplayer; Management; Strategy; Co-op; Economy; Resource Management; Medieval; Simulation; PvP; Early Access; Building; Singleplayer,Indie; Simulation; Strategy; Early Access,Single-player; Multi-player; PvP; Online PvP; Co-op; Online Co-op; Family Sharing,80,Very Positive,9412,8527,885,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1307890/header.jpg?t=1710049664,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1307890/ss_24f536a9ec7012f96bb7c82d472b09fbedcab13c.1920x1080.jpg?t=1710049664; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1307890/ss_c49480fb42b09f54e519643350e0aeb0b6b149ba.1920x1080.jpg?t=1710049664; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1307890/ss_0d07967f4227fec8ffe44145f4d576f90e1bbf9b.1920x1080.jpg?t=1710049664,false,"19,99€","steam-search; steam:1666,9",2026-01-10T23:50:12.137Z,success,success
39150,FINAL FANTASY VIII,Square Enix,Square Enix,"5 Dec, 2013",2013,"It is a time of war. Galbadia, a Global Superpower, has declared war on Dollet, a country whose training academy is home to two personalities: the hot-headed Seifer and the 'lone wolf', Squall Leonhart. Both are equally at conflict with each other as their country is with Galbadia; to others, Squall appears lacking in team spirit, while...","It is a time of war. Galbadia, a Global Superpower, has declared war on Dollet, a country whose training academy is home to two personalities: the hot-headed Seifer and the 'lone wolf', Squall Leonhart. Both are equally at conflict with each other as their country is with Galbadia; to others, Squall appears lacking in team spirit, while Seifer lacks the discipline of his rival. However, a chance encounter with the free-spirited Rinoa Heartilly turns Squall's universe upside down; having thrived ",JRPG; RPG; Classic; Singleplayer; Great Soundtrack; Turn-Based; Story Rich; Fantasy; Card Game; Sci-fi; Adventure; Open World; Retro; Nostalgia; Romance,RPG,Single-player; Steam Achievements; Full controller support; Steam Cloud; Remote Play on Phone; Remote Play on Tablet; Family Sharing,80,Very Positive,9275,8183,1092,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/39150/header.jpg?t=1737962796,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/39150/ss_9c4a0e800890b426007d1d11e602bfcae943421e.1920x1080.jpg?t=1737962796; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/39150/ss_c85c33fee4eacfdce31c788c81bc9cf683b7d54c.1920x1080.jpg?t=1737962796; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/39150/ss_8da16e79a99bd3353ed6f1586a6de933cbc7477f.1920x1080.jpg?t=1737962796,false,"12,99€","steam:1666,1677",2026-01-11T01:31:17.938Z,success,success
799960,Wizard101,KingsIsle Entertainment,KingsIsle Entertainment,"6 Sep, 2018",2018,"Unleash your inner magic and prepare to unravel the mysteries surrounding a death professor gone rogue. Darkness threatens to engulf the Spiral as you master powerful spells, explore over 22 whimsical worlds, and team-up with friends in this nostalgic wizard turn-based deckbuilding MMORPG.","A powerful dark magic has engulfed Wizard City and the many worlds of The Spiral. You may be a brand-new student at the Ravenwood School of Magical Arts, but you and your magical spells may be the only hope The Spiral has to thwart the evil forces threatening the balance of everything. Are you up to the challenge?Enroll in the Ravenwood School of Magical Arts and pick one of seven magical schools to specialize in: Balance, Myth, Storm, Fire, Ice, Life, or Death. Each school has its own unique st",Colorful; MMORPG; Deckbuilding; PvP; Crafting; Free to Play; Nostalgia; Card Game; Magic; Turn-Based Combat; Open World; Massively Multiplayer; Character Customization; RPG; Family Friendly,Adventure; Casual; Massively Multiplayer; RPG; Strategy; Free To Play,Multi-player; MMO; PvP; Online PvP; Co-op; Online Co-op; In-App Purchases; Partial Controller Support,80,Very Positive,8952,7390,1562,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/799960/header.jpg?t=1761678370,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/799960/ss_741b909d39573968d3ef72ba2c11836bd8e24478.1920x1080.jpg?t=1761678370; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/799960/ss_637c9b1751cf14254d7d181cc08681c694225361.1920x1080.jpg?t=1761678370; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/799960/ss_90713c14c9ae97ad13e4026b7a9eda4305ac7200.1920x1080.jpg?t=1761678370,true,Free,"steam:1666,9; steam:4325,1666; steam:1666,4325",2026-01-10T23:56:03.228Z,success,success
1811990,Wildfrost,Deadpan Games,Chucklefish,"12 Apr, 2023",2023,"Take on the elements in Wildfrost, a tactical roguelike deckbuilder! Journey across a frozen tundra, collecting cards strong enough to banish the eternal winter…","The sun has frozen over...The world has succumbed to the Wildfrost. Now only Snowdwell and its survivors stand as the last bastion against an eternal winter... Build up a deck of powerful card companions and elemental items, as you battle to banish the frost once and for all! Perfect your card battling and deck-building skills, and set out on a quest to bring an end to The Wildfrost! Begin each journey with your chosen tribe Leader, each gifted with different randomised skills and stats, before ",Card Battler; Difficult; Roguelike Deckbuilder; Card Game; Turn-Based Tactics; Roguelite; Deckbuilding; Roguelike; Singleplayer; Turn-Based; Unforgiving; Perma Death; Replay Value; Turn-Based Strategy; Strategy,Indie; Strategy,Single-player; Steam Achievements; Full controller support; Steam Workshop; Steam Workshop; Steam Cloud; Family Sharing,80,Very Positive,8543,7072,1471,80,https://www.metacritic.com/game/pc/wildfrost?ftag=MCD-06-10aaa1f,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1811990/3a7b21978b77eea47d91214ce3bc7f7e861fe986/header_alt_assets_2.jpg?t=1765548750,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1811990/ss_d7ed2146d858a0abd02a8256befe264328595537.1920x1080.jpg?t=1765548750; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1811990/ss_81c4f6108af5679782590dfbce1a3f948069d27b.1920x1080.jpg?t=1765548750; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1811990/ss_099d1276c899b5d6813bb2fd354fe1f0c9dbe789.1920x1080.jpg?t=1765548750,false,"19,49€","steam:1666,9; steam:14139,1666; steam:1666,14139; steam:1666,3959; steam:791774,4182; steam:1666,1677",2026-01-10T23:56:03.228Z,success,skipped
369990,"Gremlins, Inc.",Charlie Oscar Lima Tango Interactive Entertainment,Small Fish Big Dreams,"10 Mar, 2016",2016,"This is an intense strategy board game in a steampunk world of corrupt capitalist gremlins who compete for money, political power and prestige. Save and invest, steal and extort, arrest and get arrested – in single-player and multiplayer, with ranks and ladders, team mode and spectator mode.","This is an intense strategy board game in a steampunk world of corrupt capitalist gremlins who compete for money, political power and prestige. Save and invest, steal and extort, arrest and get arrested – in single-player and multiplayer, with ranks and ladders, team mode and spectator mode. Featuring seasonal content updates, regular tournaments, item drops, full support of Steam Community Market – and more!HOW DO YOU PLAY THIS GAME?Gremlins, Inc. is designed for up to 6 players, in multiplayer",Board Game; Tabletop; Card Game; Strategy; Multiplayer; Turn-Based; Turn-Based Strategy; Competitive; Moddable; Satire; Singleplayer; Replay Value; Politics; 2D; Atmospheric,Indie; Strategy,Single-player; Multi-player; PvP; Online PvP; Co-op; Online Co-op; Cross-Platform Multiplayer; Steam Achievements; Steam Trading Cards; Steam Workshop; Steam Cloud; Stats; Family Sharing,80,Very Positive,8479,7220,1259,75,https://www.metacritic.com/game/pc/gremlins-inc?ftag=MCD-06-10aaa1f,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/369990/5352068a37787027f2c269d6e65c2bbc7675984d/header.jpg?t=1766070524,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/369990/ss_049bac45337e1a294eaf98d82b1eeb71ea6e72ae.1920x1080.jpg?t=1766070524; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/369990/ss_564df008a82f3103a0efc2ca849e5ee7a5f9465d.1920x1080.jpg?t=1766070524; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/369990/ss_f49ceb8ea81202fbba23e38ac945d83b10138222.1920x1080.jpg?t=1766070524,false,"19,99€","steam:1666,9; steam:1666,17389; steam:791774,4182; steam:1666,1677; steam:17389,1677",2026-01-10T23:56:01.903Z,success,skipped
2742830,Monster Train 2,Shiny Shoe,Big Fan Games,"21 May, 2025",2025,"Monster Train returns with all new clans, new enemy factions, new challenges, new modes and more! Defend your Pyre in the classic three-tiered, vertical gameplay that made the original roguelike deckbuilder a hit.","Powerful beings known as Titans have seized control of Heaven. A makeshift alliance is formed between former angels and demons, who must learn to work together against their common foe. Now, you must command these clans aboard newly forged trains, and embark on your journey through Hell, Heaven, and the Abyss, to defeat the Titans before they destroy this world. Chaos awaits beyond the gates!You’re in command! Choose from a selection of five brand new clans, each with its own unique strengths an",Roguelike Deckbuilder; Card Game; Roguelike; Deckbuilding; Turn-Based Strategy; Strategy; Turn-Based Tactics; Singleplayer; Demons; Fantasy; Trains; Multiplayer; PvP; Colorful; Choices Matter,Indie; Strategy,Single-player; Steam Achievements; Full controller support; Steam Trading Cards; Camera Comfort; Custom Volume Controls; Adjustable Difficulty; Keyboard Only Option; Mouse Only Option; Playable without Timed Input; Save Anytime; Steam Cloud; Family Sharing,90,Overwhelmingly Positive,8371,8009,362,87,https://www.metacritic.com/game/pc/monster-train-2?ftag=MCD-06-10aaa1f,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2742830/header.jpg?t=1765987142,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2742830/c7d7b211276aa8e30caea22789786daf0ad118e1/ss_c7d7b211276aa8e30caea22789786daf0ad118e1.1920x1080.jpg?t=1765987142; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2742830/63ad70bede999265c852acd74ca91747fdd2280d/ss_63ad70bede999265c852acd74ca91747fdd2280d.1920x1080.jpg?t=1765987142; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2742830/c5a5a06f35b12fcc88bc585c41ade318c31de60d/ss_c5a5a06f35b12fcc88bc585c41ade318c31de60d.1920x1080.jpg?t=1765987142,false,"24,99€","steam-search; steam:1666,9; steam:14139,1666; steam:1666,14139",2026-01-10T23:50:09.520Z,success,skipped
384180,Prominence Poker,Pipeworks Studios,Pipeworks Studios,"12 Dec, 2016",2016,"Welcome to Prominence Poker, a card game that pits players from around the world against each other – and devious AI – to build the rep, prestige, and bankroll needed to be, and beat, the best of the best.","Rise to ProminenceWelcome to Prominence Poker, a card game that pits players from around the world against each other – and devious AI – to build the rep, prestige, and bankroll needed to be, and beat, the best of the best. A single hand can make all the difference in this immersive free-to-play Steam Texas Hold 'em title — do you have what it takes to be prominent in this town?Rich Single-Player Story &amp; SettingSet in the city of Prominence, a gambling paradise founded by crooked folks looki",Card Game; Free to Play; Multiplayer; Gambling; Strategy; Massively Multiplayer; Simulation; Atmospheric; Casual; Character Customization; Early Access,Casual; Massively Multiplayer; Simulation; Strategy; Free To Play,Single-player; Multi-player; PvP; Online PvP; Steam Achievements; Full controller support; Steam Trading Cards; In-App Purchases,80,Very Positive,8319,6969,1350,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/384180/header.jpg?t=1764125805,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/384180/ss_4d6e9e188cfc12a223d951272e0d72ae62e90714.1920x1080.jpg?t=1764125805; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/384180/ss_365e830bd3b19ba9b5b31828f620d7525b302378.1920x1080.jpg?t=1764125805; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/384180/ss_6bbb5779ea82ae01263c69bcf870a98b5b415166.1920x1080.jpg?t=1764125805,true,Free,"steam:1666,9",2026-01-10T23:56:03.228Z,success,success
1970580,Backpack Hero,Jaspel,Pretty Soon,"14 Nov, 2023",2023,"The inventory management roguelike! Collect rare items, organize your backpack, and vanquish your foes!","The inventory management roguelike!Collect rare items, organize your backpack, and vanquish your foes!Backpack Hero is a twist on your standard deck-building roguelike. It isn't just about what you carry, but how you organize the items within your bag!Placement has a huge impact on your items – find the right spot in your backpack to increase their power! Explore ancient dungeons, caves, swamps, and more! Meet colorful friends and fight deadly foes! Don't get lost!When you aren't putting your li",Replay Value; Inventory Management; Turn-Based; Roguelike Deckbuilder; Deckbuilding; 2D; Roguelike; Fantasy; Strategy; Building; Choices Matter; Turn-Based Strategy; Roguelite; Casual; Procedural Generation,Adventure; Casual; Indie; RPG; Strategy,Single-player; Steam Achievements; Full controller support; Steam Workshop; Steam Cloud; Family Sharing,80,Very Positive,8099,7050,1049,76,https://www.metacritic.com/game/pc/backpack-hero?ftag=MCD-06-10aaa1f,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1970580/header.jpg?t=1762361103,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1970580/ss_34b2c0a700a0b3486233b5d73d0643433593975e.1920x1080.jpg?t=1762361103; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1970580/ss_35d0be5367e06332d1e7f82bf3d21759c0697cb6.1920x1080.jpg?t=1762361103; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1970580/ss_e39025fae7fd8cc1f0f9c15cc7c66748e92d4773.1920x1080.jpg?t=1762361103,false,"9,49€","steam:791774,4182",2026-01-11T01:30:57.833Z,success,skipped
474750,Reigns,Nerial,Devolver Digital,"11 Aug, 2016",2016,Sit on the throne as a benevolent (or malevolent) medieval monarch of the modern age and swipe your royal controller either left or right to impose your will upon the kingdom.,"Sit on the throne as a benevolent (or malevolent) medieval monarch of the modern age and swipe your royal controller either left or right to impose your will upon the kingdom. Survive the seemingly never-ending gauntlet of requests from your advisors, peasants, allies, and enemies while maintaining balance between the influential factions of your kingdom. But beware; each decision you make might have implications and unfortunate consequences down the road that could put your reign and family’s d",Choices Matter; Medieval; Card Game; Indie; Life Sim; Choose Your Own Adventure; Singleplayer; RPG; Adventure; Simulation; Strategy; Casual; Comedy; Dark Humor; Fantasy,Adventure; Indie; RPG; Simulation,Single-player; Steam Achievements; Full controller support; Steam Trading Cards; Family Sharing,80,Very Positive,8035,7000,1035,77,https://www.metacritic.com/game/pc/reigns?ftag=MCD-06-10aaa1f,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/474750/header.jpg?t=1728689014,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/474750/ss_aa55d6403e3de6ee2bc4654d5f2302301783d3c5.1920x1080.jpg?t=1728689014; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/474750/ss_2134bcd41d8e5464b93ba867d9c024d553e6ebe2.1920x1080.jpg?t=1728689014; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/474750/ss_03ed6ae393ab440605ecb0ea0792131b343228a4.1920x1080.jpg?t=1728689014,false,"2,99€","steam-search; steam:1666,9",2026-01-10T23:50:14.740Z,success,skipped
1199030,Tainted Grail: Conquest,Questline,Awaken Realms,"27 May, 2021",2021,"A unique, infinitely replayable, story-driven hybrid between a deck-building Roguelike and an RPG game. Explore the ever-changing maps, fight with deadly enemies, and learn what happened to the cursed island of Avalon.",,Deckbuilding; Card Game; Dark Fantasy; Roguelike; Story Rich; Turn-Based; RPG; Choices Matter; Singleplayer; Base Building; Indie; Board Game; CRPG; Roguelite; Replay Value,Action; Indie; RPG,Single-player; Steam Achievements; Full controller support; Steam Trading Cards; Steam Cloud; Steam Leaderboards; Family Sharing,80,Very Positive,8013,7221,792,82,https://www.metacritic.com/game/pc/tainted-grail-conquest?ftag=MCD-06-10aaa1f,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1199030/header.jpg?t=1748103885,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1199030/ss_338a18da2f82060ab2e22adf11cfd0395209fb2a.1920x1080.jpg?t=1748103885; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1199030/ss_91b71f32034edac8913efddbc0b5728f213caf23.1920x1080.jpg?t=1748103885; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1199030/ss_c41122cf08b832301a904a0655e087f812b8e47b.1920x1080.jpg?t=1748103885,false,"16,79€","steam:4325,1666; steam:1666,4325; steam:1666,3959; steam:791774,4182; steam:1666,1677",2026-01-10T23:56:17.703Z,success,skipped
3014080,The Hundred Line -Last Defense Academy-,Too Kyo Games,Aniplex Inc.,"23 Apr, 2025",2025,Kazutaka Kodaka and Kotaro Uchikoshi join forces for the first time to deliver the ULTIMATE adventure game! 15 students are tasked with defending a school from grotesque monsters for 100 days. Can they make it to the end? And will they survive long enough to uncover the truth?,"Project Extreme x Despair is here! &quot;Kazutaka Kodaka&quot; and &quot;Kotaro Uchikoshi&quot; comes a brand-new adventure game!Takumi Sumino is a totally average teenager living in the Tokyo Residential Complex, a place where every day is much like the last and nothing bad ever happens. All that changes when freakish monsters attack the town and start wreaking havoc. A strange creature calling himself Sirei appears and offers Takumi the power to protect those he holds dear... All he has to do ",Multiple Endings; Story Rich; Visual Novel; Adventure; Turn-Based Strategy; Anime; Dark Humor; Dark Comedy; Dystopian ; Turn-Based Tactics; Psychological Horror; Survival; Singleplayer; Simulation; Atmospheric,Adventure; Simulation,Single-player; Steam Achievements; Full controller support; Steam Trading Cards; Steam Cloud; Family Sharing,80,Very Positive,7822,6907,915,83,https://www.metacritic.com/game/pc/the-hundred-line-last-defense-academy?ftag=MCD-06-10aaa1f,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3014080/header.jpg?t=1763608121,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3014080/05600a1d6608fdc03b6833449bc0eb4030b3ec90/ss_05600a1d6608fdc03b6833449bc0eb4030b3ec90.1920x1080.jpg?t=1763608121; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3014080/94b56f5ada04a333570de13e47bcdfaf6d3caca0/ss_94b56f5ada04a333570de13e47bcdfaf6d3caca0.1920x1080.jpg?t=1763608121; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3014080/988ee38edab0cdd6441cefa071ddddc9eceb1b9c/ss_988ee38edab0cdd6441cefa071ddddc9eceb1b9c.1920x1080.jpg?t=1763608121,false,"41,99€",turnbasedlovers,2026-01-10T23:50:17.157Z,success,skipped
960690,One Step From Eden,Thomas Moon Kang,Humble Games,"26 Mar, 2020",2020,"Build a powerful deck, cast spells on the fly, battle evolving enemies, find game-changing artifacts, make friends or make enemies, just make it to Eden.","Eden is the last shining beacon of hope in a bleak post-war world. One Step from Eden combines strategic deck-building and real-time action with rogue-like elements, giving you the chance to carve a path of mercy or destruction. Fight alone or with a friend in co-op as you cast powerful spells on the fly, battle evolving enemies, and collect game-changing artifacts. Can you make it to Eden or will your destruction be imminent? Genre-Bending.Experience a blend of strategy and real-time action. Bu",Action Roguelike; Difficult; Roguelite; Deckbuilding; Card Battler; Action; Replay Value; Action RPG; Adventure; Card Game; Strategy; Roguelike; Bullet Hell; Indie; Pixel Graphics,Action; Adventure; Indie; Strategy,Single-player; Multi-player; PvP; Shared/Split Screen PvP; Co-op; Shared/Split Screen Co-op; Shared/Split Screen; Steam Achievements; Full controller support; Steam Trading Cards; Steam Workshop; Steam Cloud; Remote Play on Phone; Remote Play on Tablet; Remote Play on TV; Remote Play Together; Family Sharing,80,Very Positive,7565,7061,504,82,https://www.metacritic.com/game/pc/one-step-from-eden?ftag=MCD-06-10aaa1f,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/960690/header.jpg?t=1726343045,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/960690/ss_5a35707cf1ba929d4e00f9436a66e77cf02e71bb.1920x1080.jpg?t=1726343045; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/960690/ss_feed0dbf03168eed514634d53dcc357238ad2c3b.1920x1080.jpg?t=1726343045; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/960690/ss_6a1f20148ca9417b47bd6ae49b411b0ed06fb0b5.1920x1080.jpg?t=1726343045,false,"19,99€","steam-search; steam:1666,9; steam:1666,3959",2026-01-10T23:50:10.852Z,success,skipped
397060,Faeria,Abrakam Entertainment SA,Versus Evil,"8 Mar, 2017",2017,"With its unique living board, Faeria is also the only card game where you can gain all 300 cards in less than 50 hours.","With its unique living board, Faeria will challenge you with truly strategic card battles. Craft your deck, shape the battlefield, and fight for victory!A strategy game like no other. Build exciting decks and shape the battlefield as you fight epic battles. Raise mountains, build forests, fill lakes, or harness the sands of the deserts. You choose your own path to victory.Earn your collection through our simple and affordable DLC-based business model. Experience a card game without expensive mic",Card Game; Strategy; Massively Multiplayer; Multiplayer; Indie; Adventure; RPG; Board Game; Turn-Based; Fantasy; Hex Grid; Turn-Based Strategy; Singleplayer; Trading Card Game; Casual,Adventure; Indie; Massively Multiplayer; RPG; Strategy,Single-player; Multi-player; PvP; Online PvP; Co-op; Online Co-op; Steam Achievements; Steam Trading Cards; In-App Purchases; Family Sharing,80,Very Positive,7150,5978,1172,81,https://www.metacritic.com/game/pc/faeria?ftag=MCD-06-10aaa1f,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/397060/header.jpg?t=1733495577,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/397060/ss_b6e63e433787861222a7feeaf617fb5d9c36efd1.1920x1080.jpg?t=1733495577; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/397060/ss_4d807bace6b1cfd4b2dd8b39703ed5b66306f596.1920x1080.jpg?t=1733495577; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/397060/ss_48527901b7ea283fd17c810f7e0351afe9b6166f.1920x1080.jpg?t=1733495577,false,"19,50€","steam:1666,9; steam:1666,1677",2026-01-10T23:56:03.228Z,success,skipped
1874490,Potionomics,Voracious Games,XSEED Games,"17 Oct, 2022",2022,"You’ve inherited your uncle’s potion shop—and a huge debt. Better get brewing! Customize your store, hire heroes to gather ingredients, befriend (or romance) fellow vendors to learn new haggling strategies, and go head-to-head with competitors in this narrative-driven, deck-building shop simulator.","After the untimely death of her uncle, a penniless witch named Sylvia finds herself thrust into the role of potion proprietor. It's all up to her to carry on her uncle's legacy and keep his potion shop afloat. Thankfully, she won't have to go it alone. With help from some new friends, Sylvia must hone her negotiation skills, outsell her craftiest competitors, and make her shop THE number-one potion destination in Rafta. It’s all about mastering the finer points of Potionomics!Key FeaturesWheel a",Deckbuilding; Dating Sim; Capitalism; Simulation; Fantasy; Female Protagonist; Indie; RPG; Crafting; Resource Management; Card Game; Strategy; Management; Romance; Time Management,Indie; RPG; Simulation; Strategy,Single-player; Steam Achievements; Full controller support; Steam Trading Cards; Steam Cloud; Family Sharing,80,Very Positive,7113,6442,671,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1874490/header.jpg?t=1750960791,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1874490/ss_b20e65b00d6be8b1cdf7b22732410ff8fc279ccd.1920x1080.jpg?t=1750960791; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1874490/ss_72dccebfaaf47d6e676c40b0cf29e31f460bbba0.1920x1080.jpg?t=1750960791; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1874490/ss_339bea90d419d56460d11343576be82b01a652c9.1920x1080.jpg?t=1750960791,false,"24,99€","steam-search; steam:1666,9",2026-01-10T23:50:12.137Z,success,success
531640,Eternal Card Game,Dire Wolf,Dire Wolf,"15 Nov, 2018",2018,"Six-guns and sorcery collide in Eternal, the new strategy card game of unlimited choices and unbelievable fun. Eternal brings AAA pace and polish to the infinite possibilities of a deep strategy card game. The only limits are your own creativity.","The Game Has ChangedSix-guns and sorcery collide in Eternal, the strategy card game of unlimited choices and unbelievable fun! Eternal offers the best of both worlds:Rich, deep strategic gameplay and counterplay with fast-spells and tactical combat!Next-gen mobile-friendly digital design with quick, smooth and intuitive gameplay!…all wrapped up with exciting digital mechanics and the most generous game economy out there!Play What You WantEternal is the most truly, generously free-to-play digital",Free to Play; Card Game; Card Battler; Strategy; Deckbuilding; Casual; Massively Multiplayer; Trading Card Game; Multiplayer; Singleplayer; Early Access; Turn-Based; PvP; Fantasy,Casual; Massively Multiplayer; Strategy; Free To Play,Single-player; Multi-player; PvP; Online PvP; Cross-Platform Multiplayer; Steam Achievements; Steam Trading Cards; In-App Purchases; Partial Controller Support,60,Mostly Positive,6989,5392,1597,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/531640/header.jpg?t=1767902540,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/531640/ss_3fd41f6b97aa702482575fee1f33eff5be2589fc.1920x1080.jpg?t=1767902540; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/531640/ss_84d466727e2ecc0d73d0b8cd5197c5a21450cdbb.1920x1080.jpg?t=1767902540; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/531640/ss_0d47627d486dc6e19ee1a72ee67a1e51bc72f1f9.1920x1080.jpg?t=1767902540,true,Free,"steam:791774,4182; steam:1666,1677",2026-01-11T01:31:06.210Z,success,success
1474700,MONOPOLY Poker,Playtika Ltd.,Playtika Ltd.,"3 Jun, 2021",2021,"Go all-in on fun and fortune! Welcome to the official MONOPOLY Poker game, the ultimate Texas Hold’em poker experience with a board game twist! Step into a world where online poker meets property-building, and every poker hand brings you closer to building your own empire.","Go all-in on fun and fortune! Welcome to the official MONOPOLY Poker game, the ultimate Texas Hold’em poker experience with a board game twist!Step into a world where online poker meets property-building, and every poker hand brings you closer to building your own empire. Whether you're a seasoned poker tycoon or a newcomer eager to pass GO!, MONOPOLY Poker is your destination for fast-paced card action, big wins, and endless entertainment.All in-game sales are final. The games are intended for ",Free to Play; Multiplayer; Board Game; Casual; Gambling; Simulation; Card Game; Strategy; PvP; Turn-Based Tactics; 3D; 2D; Massively Multiplayer; Singleplayer,Casual; Massively Multiplayer; Simulation; Free To Play,Multi-player; MMO; PvP; Online PvP; Co-op; Online Co-op; Cross-Platform Multiplayer; Steam Achievements; In-App Purchases,50,Mixed,6870,4726,2144,40,https://www.metacritic.com/game/,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1474700/header.jpg?t=1759739522,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1474700/0cdbdd64fbb8824d791af63b9749cd72634881f5/ss_0cdbdd64fbb8824d791af63b9749cd72634881f5.1920x1080.jpg?t=1759739522; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1474700/e0f5843e3294d9eacaa05a4243504ae8a6b73c29/ss_e0f5843e3294d9eacaa05a4243504ae8a6b73c29.1920x1080.jpg?t=1759739522; https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1474700/2f3254c207920a59c06112df3750201d9980ec51/ss_2f3254c207920a59c06112df3750201d9980ec51.1920x1080.jpg?t=1759739522,true,Free,"steam:14139,1666; steam:1666,14139",2026-01-11T00:00:58.170Z,success,success
